episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
812,ttl_short,3,42.0,1.0,0.96,1.25,1411,5,608,216,0.9964689265536724,0.6988608221892025,0.8215429403202328,0.1662087912087912,0.02262443438914027,0.000774593338497289,0.9714285714285714,42
813,ttl_short,3,42.0,1.0,0.96,1.25,1326,9,595,310,0.9932584269662922,0.6902654867256637,0.8144963144963144,0.1440922190201729,0.02821316614420063,0.0008149959250203749,0.9655172413793104,35
814,ttl_short,3,42.0,1.0,0.96,1.25,1409,3,665,163,0.9978753541076487,0.6793635486981678,0.8083763625932302,0.1370757180156658,0.018072289156626505,0.0030581039755351682,0.9032258064516129,36
815,ttl_short,3,42.0,1.0,0.96,1.25,1281,12,624,323,0.9907192575406032,0.6724409448818898,0.801125703564728,0.13351877607788595,0.03582089552238806,0.0008431703204047217,0.967741935483871,35
816,ttl_short,3,42.0,1.0,0.96,1.25,1501,0,695,44,1.0,0.6835154826958105,0.8120097376251014,0.1401985111662531,0.0,0.0014388489208633094,0.9696969696969697,38
817,ttl_short,3,42.0,1.0,0.96,1.25,1246,11,516,467,0.9912490055688147,0.7071509648127128,0.8254388870486916,0.17891373801916932,0.02301255230125523,0.0017605633802816902,0.9428571428571428,41
818,ttl_short,3,42.0,1.0,0.96,1.25,1426,9,625,180,0.9937282229965156,0.6952705997074597,0.8181296615031555,0.15122615803814715,0.047619047619047616,0.0015186028853454822,0.9696969696969697,40
819,ttl_short,3,42.0,1.0,0.96,1.25,1390,9,626,215,0.993566833452466,0.689484126984127,0.8140556368960468,0.14167812929848694,0.04017857142857143,0.0015515903801396431,0.9333333333333333,38
820,ttl_short,3,42.0,1.0,0.96,1.25,1339,11,542,348,0.9918518518518519,0.7118553960659224,0.8288455586505725,0.18126888217522658,0.03064066852367688,0.0,1.0,45
821,ttl_short,3,42.0,1.0,0.96,1.25,1244,9,537,450,0.9928172386272945,0.6984839977540708,0.8200395517468688,0.13821138211382114,0.0196078431372549,0.006003430531732418,0.8571428571428571,31
822,ttl_short,3,42.0,1.0,0.96,1.25,1383,7,534,316,0.9949640287769784,0.7214397496087637,0.8364076201995766,0.16614420062695925,0.021671826625386997,0.001563721657544957,0.9393939393939394,38
823,ttl_short,3,42.0,1.0,0.96,1.25,1505,9,547,179,0.9940554821664465,0.7334307992202729,0.8440830061693774,0.1875,0.047872340425531915,0.0007246376811594203,0.9743589743589743,45
824,ttl_short,3,42.0,1.0,0.96,1.25,1218,16,540,466,0.9870340356564019,0.6928327645051194,0.8141711229946524,0.14308426073131955,0.03319502074688797,0.0008857395925597874,0.9615384615384616,35
825,ttl_short,3,42.0,1.0,0.96,1.25,1442,6,548,244,0.9958563535911602,0.7246231155778895,0.8388598022105875,0.17424242424242425,0.024,0.002255639097744361,0.9428571428571428,40
826,ttl_short,3,42.0,1.0,0.96,1.25,1485,3,669,83,0.9979838709677419,0.6894150417827298,0.8154859967051071,0.15247776365946633,0.03488372093023256,0.001463057790782736,0.9459459459459459,41
827,ttl_short,3,42.0,1.0,0.96,1.25,1367,3,625,245,0.9978102189781022,0.6862449799196787,0.8132064247471743,0.12988826815642457,0.012096774193548387,0.001567398119122257,0.9259259259259259,33
828,ttl_short,3,42.0,1.0,0.96,1.25,1149,16,447,628,0.9862660944206009,0.7199248120300752,0.8323071350959798,0.15619047619047619,0.024844720496894408,0.003734827264239029,0.8695652173913043,33
829,ttl_short,3,42.0,1.0,0.96,1.25,1321,9,623,287,0.9932330827067669,0.6795267489711934,0.8069639584605985,0.12305516265912306,0.030405405405405407,0.002425222312045271,0.92,32
830,ttl_short,3,42.0,1.0,0.96,1.25,1294,13,525,408,0.990053557765876,0.7113798790544255,0.8278950735764554,0.13509060955518945,0.030878859857482184,0.0,1.0,31
831,ttl_short,3,42.0,1.0,0.96,1.25,1297,15,594,334,0.9885670731707317,0.6858804865150714,0.80986575085857,0.1530758226037196,0.04297994269340974,0.0016778523489932886,1.0,41
832,ttl_short,3,42.0,1.0,0.96,1.25,1379,5,572,284,0.9963872832369942,0.7068170169144029,0.8269865067466268,0.16666666666666666,0.01730103806228374,0.0015785319652722968,0.967741935483871,40
833,ttl_short,3,42.0,1.0,0.96,1.25,1313,11,611,305,0.9916918429003021,0.6824324324324325,0.8084975369458128,0.13086770981507823,0.03481012658227848,0.0,1.0,34
834,ttl_short,3,42.0,1.0,0.96,1.25,1388,9,613,230,0.9935576234788833,0.6936531734132934,0.8169511477339613,0.1532033426183844,0.03765690376569038,0.003897116134060795,0.8787878787878788,40
835,ttl_short,3,42.0,1.0,0.96,1.25,1377,9,629,225,0.9935064935064936,0.6864406779661016,0.8119103773584906,0.13873626373626374,0.038461538461538464,0.001564945226917058,0.9333333333333333,37
836,ttl_short,3,42.0,1.0,0.96,1.25,1311,11,514,404,0.9916792738275341,0.7183561643835616,0.8331744518589131,0.1490066225165563,0.02650602409638554,0.0,1.0,33
837,ttl_short,3,42.0,1.0,0.96,1.25,1332,8,579,321,0.9940298507462687,0.6970172684458399,0.8194401722546909,0.1451851851851852,0.0243161094224924,0.0016181229773462784,1.0,35
838,ttl_short,3,42.0,1.0,0.96,1.25,1267,8,547,418,0.9937254901960785,0.6984564498346196,0.8203302039494983,0.14465408805031446,0.018779342723004695,0.0025466893039049238,0.9166666666666666,34
839,ttl_short,3,42.0,1.0,0.96,1.25,1296,9,580,355,0.993103448275862,0.6908315565031983,0.8148381012260296,0.14222222222222222,0.024725274725274724,0.0008326394671107411,0.96,34
840,ttl_short,3,42.0,1.0,0.96,1.25,1462,6,677,95,0.9959128065395095,0.6834969611968209,0.8106459661768783,0.14772727272727273,0.0594059405940594,0.0014847809948032665,0.9459459459459459,41
841,long_memory,3,42.0,1.0,0.96,1.25,1992,108,61,79,0.9485714285714286,0.9702873843156357,0.959306525403323,0.9131054131054132,0.5775401069518716,0.0,1.0,7
842,long_memory,3,42.0,1.0,0.96,1.25,1852,128,30,230,0.9353535353535354,0.9840595111583422,0.9590885551527707,0.9525368248772504,0.3575418994413408,0.0007867820613690008,1.0,7
843,long_memory,3,42.0,1.0,0.96,1.25,1830,122,55,233,0.9375,0.9708222811671088,0.9538702111024238,0.9198184568835098,0.3436619718309859,0.0016339869281045752,1.0,9
844,long_memory,3,42.0,1.0,0.96,1.25,1778,144,129,189,0.9250780437044746,0.9323544834819087,0.9287020109689215,0.8046153846153846,0.43243243243243246,0.0015910898965791568,1.0,11
845,long_memory,3,42.0,1.0,0.96,1.25,1857,53,68,262,0.9722513089005236,0.9646753246753247,0.9684485006518905,0.9040114613180515,0.16825396825396827,0.0008149959250203749,0.96,8
846,long_memory,3,42.0,1.0,0.96,1.25,1822,159,79,180,0.9197375063099444,0.9584429247764334,0.9386913961875323,0.8884180790960452,0.4690265486725664,0.0,1.0,9
847,long_memory,3,42.0,1.0,0.96,1.25,1983,82,58,117,0.9602905569007264,0.9715825575698187,0.965903555772041,0.92578125,0.4120603015075377,0.0007855459544383347,0.967741935483871,12
848,long_memory,3,42.0,1.0,0.96,1.25,1865,111,40,224,0.9438259109311741,0.979002624671916,0.9610925019324916,0.9388714733542319,0.33134328358208953,0.0007892659826361484,1.0,5
849,long_memory,3,42.0,1.0,0.96,1.25,1865,148,96,131,0.9264778936910084,0.9510453850076491,0.9386009058882738,0.8602941176470589,0.5304659498207885,0.00078064012490242,1.0,6
850,long_memory,3,42.0,1.0,0.96,1.25,1815,142,39,244,0.9274399591211038,0.9789644012944984,0.9525059039622147,0.941717791411043,0.36787564766839376,0.0008319467554076539,1.0,11
851,long_memory,3,42.0,1.0,0.96,1.25,1738,223,51,228,0.8862825089240184,0.9714924538848518,0.9269333333333334,0.9188741721854304,0.49445676274944567,0.0016877637130801688,1.0,15
852,long_memory,3,42.0,1.0,0.96,1.25,1817,122,161,140,0.9370809695719443,0.9186046511627907,0.9277508297166198,0.7741935483870968,0.46564885496183206,0.0,1.0,6
853,long_memory,3,42.0,1.0,0.96,1.25,2025,60,83,72,0.9712230215827338,0.9606261859582542,0.9658955401860242,0.8815977175463623,0.45454545454545453,0.0,1.0,8
854,long_memory,3,42.0,1.0,0.96,1.25,2001,79,58,102,0.9620192307692308,0.971830985915493,0.966900217443827,0.9188034188034188,0.43646408839779005,0.0007369196757553427,1.0,4
855,long_memory,3,42.0,1.0,0.96,1.25,1765,134,115,226,0.9294365455502897,0.9388297872340425,0.9341095527917438,0.8396624472573839,0.37222222222222223,0.000855431993156544,1.0,12
856,long_memory,3,42.0,1.0,0.96,1.25,1970,121,38,111,0.9421329507412721,0.9810756972111554,0.9612100512320079,0.9497907949790795,0.521551724137931,0.001549186676994578,1.0,8
857,long_memory,3,42.0,1.0,0.96,1.25,1929,59,81,171,0.9703219315895373,0.9597014925373134,0.9649824912456229,0.8884239888423989,0.2565217391304348,0.0007733952049497294,1.0,9
858,long_memory,3,42.0,1.0,0.96,1.25,1645,211,87,297,0.8863146551724138,0.9497690531177829,0.9169453734671126,0.8619582664526485,0.4153543307086614,0.0009017132551848512,0.9642857142857143,10
859,long_memory,3,42.0,1.0,0.96,1.25,2015,83,54,88,0.9604385128693994,0.9739004349927501,0.9671226301895848,0.9302325581395349,0.4853801169590643,0.0,1.0,11
860,long_memory,3,42.0,1.0,0.96,1.25,1670,216,123,231,0.8854718981972428,0.9313998884551031,0.9078553954879043,0.8157099697885196,0.48322147651006714,0.0008841732979664014,1.0,12
861,long_memory,3,42.0,1.0,0.96,1.25,1801,161,75,203,0.917940876656473,0.9600213219616205,0.938509640437728,0.8957142857142857,0.4423076923076923,0.0017006802721088435,1.0,10
862,long_memory,3,42.0,1.0,0.96,1.25,1910,87,126,117,0.956434651977967,0.9381139489194499,0.9471857178279197,0.8350785340314136,0.4264705882352941,0.0,1.0,10
863,long_memory,3,42.0,1.0,0.96,1.25,1784,119,68,269,0.9374671571203363,0.9632829373650108,0.9501997336884156,0.8974358974358975,0.30670103092783507,0.0,1.0,8
864,long_memory,3,42.0,1.0,0.96,1.25,1816,163,79,182,0.9176351692774128,0.9583113456464379,0.9375322663913268,0.8885714285714286,0.47246376811594204,0.0008368200836820083,1.0,14
865,long_memory,3,42.0,1.0,0.96,1.25,1774,97,57,312,0.9481560662747194,0.9688694702348444,0.958400864397623,0.9102362204724409,0.2371638141809291,0.0,1.0,6
866,long_memory,3,42.0,1.0,0.96,1.25,1999,84,87,70,0.9596735477676428,0.9582933844678811,0.9589829695370592,0.8891752577319587,0.5454545454545454,0.0007633587786259542,1.0,11
867,long_memory,3,42.0,1.0,0.96,1.25,1900,101,43,196,0.9495252373813093,0.9778692743180648,0.9634888438133875,0.9365781710914455,0.3400673400673401,0.0,1.0,7
868,long_memory,3,42.0,1.0,0.96,1.25,1897,89,142,112,0.9551863041289023,0.9303580186365865,0.9426086956521739,0.8170103092783505,0.4427860696517413,0.0,1.0,10
869,long_memory,3,42.0,1.0,0.96,1.25,1967,86,65,122,0.9581100828056502,0.968011811023622,0.9630354957160342,0.9116022099447514,0.41346153846153844,0.0007645259938837921,0.9722222222222222,7
870,long_memory,3,42.0,1.0,0.96,1.25,1873,83,126,158,0.9575664621676891,0.9369684842421211,0.9471554993678888,0.8328877005347594,0.34439834024896265,0.0007993605115907274,1.0,8
871,long_memory,3,42.0,1.0,0.96,1.25,1851,116,105,168,0.9410269445856635,0.946319018404908,0.9436655620698445,0.8533145275035261,0.4084507042253521,0.0008019246190858059,1.0,9
872,long_memory,3,42.0,1.0,0.96,1.25,2060,53,117,10,0.9749171793658306,0.9462563160312356,0.9603729603729604,0.8529411764705882,0.8412698412698413,0.0014336917562724014,0.96875,6
873,long_memory,3,42.0,1.0,0.96,1.25,1828,98,146,168,0.9491173416407062,0.9260385005065856,0.9374358974358974,0.7849779086892489,0.3684210526315789,0.0,1.0,4
874,long_memory,3,42.0,1.0,0.96,1.25,1883,102,58,197,0.9486146095717884,0.970118495620814,0.9592460519612838,0.9113149847094801,0.3411371237458194,0.0,1.0,7
875,long_memory,3,42.0,1.0,0.96,1.25,1952,78,61,149,0.961576354679803,0.9696969696969697,0.9656195894138017,0.9188445667125172,0.3436123348017621,0.0015552099533437014,0.9722222222222222,10
876,long_memory,3,42.0,1.0,0.96,1.25,1904,69,150,117,0.9650278763304613,0.9269717624148004,0.9456170846784206,0.8026490066225166,0.3709677419354839,0.0007698229407236335,1.0,7
877,long_memory,3,42.0,1.0,0.96,1.25,1764,145,56,275,0.9240440020953379,0.9692307692307692,0.9460981496379727,0.9178885630498533,0.34523809523809523,0.0,1.0,14
878,long_memory,3,42.0,1.0,0.96,1.25,1966,99,51,124,0.9520581113801453,0.9747149231531979,0.9632533072023518,0.9301994301994302,0.4439461883408072,0.001520912547528517,1.0,4
879,long_memory,3,42.0,1.0,0.96,1.25,1902,135,56,147,0.9337260677466863,0.9713993871297242,0.9521902377972465,0.9221140472878998,0.4787234042553192,0.0,1.0,13
880,long_memory,3,42.0,1.0,0.96,1.25,1954,60,94,132,0.9702085402184707,0.9541015625,0.9620876415558838,0.876657824933687,0.3125,0.0007727975270479134,1.0,9
881,long_memory,3,42.0,1.0,0.96,1.25,1899,73,143,125,0.9629817444219066,0.9299706170421156,0.9461883408071748,0.8113456464379947,0.3686868686868687,0.0,1.0,8
882,long_memory,3,42.0,1.0,0.96,1.25,1873,60,184,123,0.9689601655457838,0.9105493437044239,0.9388471177944863,0.7706766917293233,0.32786885245901637,0.0007942811755361397,0.96,16
883,long_memory,3,42.0,1.0,0.96,1.25,2014,83,50,93,0.9604196471149261,0.9757751937984496,0.9680365296803652,0.9344262295081968,0.4715909090909091,0.0015015015015015015,1.0,7
884,long_memory,3,42.0,1.0,0.96,1.25,2088,84,36,32,0.9613259668508287,0.9830508474576272,0.9720670391061453,0.9490806223479491,0.7241379310344828,0.0,1.0,6
885,long_memory,3,42.0,1.0,0.96,1.25,1859,177,46,158,0.9130648330058939,0.9758530183727034,0.9434153768079168,0.9331352154531947,0.5283582089552239,0.0008116883116883117,0.96875,14
886,long_memory,3,42.0,1.0,0.96,1.25,1728,140,169,203,0.9250535331905781,0.9109119662625198,0.9179282868525896,0.7518463810930576,0.40816326530612246,0.000819672131147541,0.96,9
887,long_memory,3,42.0,1.0,0.96,1.25,1948,81,65,146,0.9600788565795959,0.9677098857426726,0.9638792676892626,0.9138166894664843,0.3568281938325991,0.0015600624024961,0.967741935483871,8
888,long_memory,3,42.0,1.0,0.96,1.25,1771,89,176,204,0.9521505376344086,0.9096045197740112,0.9303913842920936,0.7582872928176796,0.3037542662116041,0.0008176614881439084,1.0,9
889,long_memory,3,42.0,1.0,0.96,1.25,1905,90,126,119,0.9548872180451128,0.9379615952732644,0.9463487332339791,0.8342175066312998,0.430622009569378,0.0007830853563038371,0.9714285714285714,9
890,long_memory,3,42.0,1.0,0.96,1.25,1993,30,173,44,0.9851705388037568,0.920129270544783,0.9515397469563142,0.7705570291777188,0.40540540540540543,0.0,1.0,4
891,long_memory,3,42.0,1.0,0.96,1.25,1930,105,79,126,0.9484029484029484,0.9606769537083126,0.9545004945598418,0.893296853625171,0.45454545454545453,0.000782472613458529,1.0,11
892,long_memory,3,42.0,1.0,0.96,1.25,1893,86,85,176,0.956543708943911,0.9570273003033367,0.9567854435178165,0.8801128349788434,0.3282442748091603,0.0,1.0,8
893,long_memory,3,42.0,1.0,0.96,1.25,2055,54,61,70,0.9743954480796586,0.97117202268431,0.9727810650887574,0.9176788124156545,0.43548387096774194,0.0,1.0,10
894,long_memory,3,42.0,1.0,0.96,1.25,1876,136,52,176,0.9324055666003976,0.9730290456431535,0.9522842639593909,0.9285714285714286,0.4358974358974359,0.0008237232289950577,0.96875,11
895,long_memory,3,42.0,1.0,0.96,1.25,1717,176,85,262,0.9070258848388801,0.9528301886792453,0.9293640054127199,0.8629032258064516,0.4018264840182648,0.0,1.0,10
896,long_memory,3,42.0,1.0,0.96,1.25,1862,166,33,179,0.9181459566074951,0.9825857519788919,0.9492735151669641,0.9498432601880877,0.4811594202898551,0.0007955449482895784,1.0,6
897,long_memory,3,42.0,1.0,0.96,1.25,1877,111,140,112,0.9441649899396378,0.9305899851264254,0.9373283395755305,0.8047752808988764,0.4977578475336323,0.0007662835249042146,1.0,9
898,long_memory,3,42.0,1.0,0.96,1.25,2026,63,67,84,0.9698420296792724,0.9679885332059245,0.9689143950263032,0.9114093959731544,0.42857142857142855,0.000741839762611276,1.0,9
899,long_memory,3,42.0,1.0,0.96,1.25,1914,90,76,160,0.9550898203592815,0.9618090452261306,0.9584376564847272,0.896457765667575,0.36,0.0,1.0,13
900,long_memory,3,42.0,1.0,0.96,1.25,1935,63,126,116,0.9684684684684685,0.9388646288209607,0.9534368070953436,0.8333333333333334,0.35195530726256985,0.0022675736961451248,0.9230769230769231,9
901,long_memory,3,42.0,1.0,0.96,1.25,2089,52,55,44,0.9757122839794489,0.9743470149253731,0.9750291715285881,0.9281914893617021,0.5416666666666666,0.0007183908045977011,0.9761904761904762,8
902,long_memory,3,42.0,1.0,0.96,1.25,1825,75,107,233,0.9605263157894737,0.9446169772256728,0.9525052192066805,0.8475783475783476,0.2435064935064935,0.0,1.0,7
903,long_memory,3,42.0,1.0,0.96,1.25,1859,139,137,105,0.9304304304304304,0.9313627254509018,0.9308963445167752,0.8092566619915849,0.569672131147541,0.000779423226812159,1.0,8
904,long_memory,3,42.0,1.0,0.96,1.25,1945,83,105,107,0.9590729783037475,0.948780487804878,0.9538989700833741,0.8557422969187675,0.4368421052631579,0.0014970059880239522,0.9666666666666667,7
905,long_memory,3,42.0,1.0,0.96,1.25,1848,120,62,210,0.9390243902439024,0.9675392670157068,0.9530685920577617,0.9065849923430321,0.36363636363636365,0.0007955449482895784,1.0,8
906,long_memory,3,42.0,1.0,0.96,1.25,1981,36,82,141,0.9821517104610809,0.9602520601066408,0.9710784313725489,0.8909825033647375,0.2033898305084746,0.0007575757575757576,1.0,7
907,long_memory,3,42.0,1.0,0.96,1.25,1935,142,61,102,0.9316321617717862,0.9694388777555111,0.950159587527621,0.9084084084084084,0.5819672131147541,0.0,1.0,7
908,long_memory,3,42.0,1.0,0.96,1.25,1831,65,107,237,0.9657172995780591,0.9447884416924665,0.9551382368283777,0.841079460269865,0.2152317880794702,0.0007867820613690008,1.0,5
909,long_memory,3,42.0,1.0,0.96,1.25,1893,134,50,163,0.9338924518993587,0.9742665980442614,0.9536523929471032,0.93,0.4511784511784512,0.0008045052292839903,0.967741935483871,10
910,long_memory,3,42.0,1.0,0.96,1.25,1981,99,70,90,0.9524038461538461,0.9658703071672355,0.9590898087630114,0.9025069637883009,0.5238095238095238,0.0,1.0,8
911,long_memory,3,42.0,1.0,0.96,1.25,2049,45,104,42,0.9785100286532952,0.9516953088713423,0.964916411584648,0.869837296620776,0.5172413793103449,0.0,1.0,9
912,long_memory,3,42.0,1.0,0.96,1.25,1821,139,45,235,0.9290816326530612,0.9758842443729904,0.9519079979090433,0.9299065420560748,0.3716577540106952,0.0,1.0,8
913,long_memory,3,42.0,1.0,0.96,1.25,1881,128,91,140,0.9362867098058736,0.9538539553752535,0.9449886963074604,0.8658718330849479,0.47761194029850745,0.0007686395080707148,0.96,8
914,long_memory,3,42.0,1.0,0.96,1.25,1745,137,72,286,0.9272051009564294,0.9603742432581178,0.9434982427683158,0.8959881129271917,0.32387706855791965,0.0017482517482517483,0.9411764705882353,10
915,long_memory,3,42.0,1.0,0.96,1.25,2138,27,71,4,0.9875288683602771,0.9678587596197374,0.9775948788294466,0.91125,0.8709677419354839,0.0,1.0,7
916,long_memory,3,42.0,1.0,0.96,1.25,1935,90,116,99,0.9555555555555556,0.9434422233057045,0.94946025515211,0.8436657681940701,0.47619047619047616,0.0,1.0,9
917,long_memory,3,42.0,1.0,0.96,1.25,2100,30,92,18,0.9859154929577465,0.958029197080292,0.9717723276260991,0.8857142857142857,0.625,0.0,1.0,7
918,long_memory,3,42.0,1.0,0.96,1.25,1839,108,60,233,0.9445300462249615,0.9684044233807267,0.9563182527301093,0.9076923076923077,0.31671554252199413,0.0,1.0,8
919,long_memory,3,42.0,1.0,0.96,1.25,1790,118,82,250,0.9381551362683438,0.9561965811965812,0.9470899470899471,0.8738461538461538,0.32065217391304346,0.0,1.0,7
920,long_memory,3,42.0,1.0,0.96,1.25,1709,165,58,308,0.9119530416221985,0.9671760045274477,0.9387530898104915,0.8993055555555556,0.3488372093023256,0.0,1.0,8
921,long_memory,3,42.0,1.0,0.96,1.25,1842,128,59,211,0.9350253807106599,0.9689637033140452,0.9516920692327564,0.9056,0.3775811209439528,0.0,1.0,7
922,long_memory,3,42.0,1.0,0.96,1.25,1863,51,232,94,0.9733542319749217,0.8892601431980907,0.9294088301322024,0.702457956015524,0.35172413793103446,0.0015128593040847202,1.0,5
923,long_memory,3,42.0,1.0,0.96,1.25,1891,117,46,186,0.9417330677290837,0.9762519359834796,0.9586818757921419,0.9333333333333333,0.38613861386138615,0.0,1.0,10
924,long_memory,3,42.0,1.0,0.96,1.25,1933,119,23,165,0.9420077972709552,0.9882413087934561,0.9645708582834331,0.9671361502347418,0.41901408450704225,0.0015186028853454822,1.0,7
925,long_memory,3,42.0,1.0,0.96,1.25,1859,77,122,182,0.9602272727272727,0.9384149419485108,0.9491958131222874,0.8356164383561644,0.2972972972972973,0.0015987210231814548,1.0,13
926,long_memory,3,42.0,1.0,0.96,1.25,1824,113,62,241,0.9416623644811565,0.9671261930010604,0.9542244310750719,0.9075757575757576,0.3192090395480226,0.0008156606851549756,1.0,9
927,long_memory,3,42.0,1.0,0.96,1.25,1899,89,104,148,0.9552313883299799,0.9480778831752371,0.9516411926835379,0.8583333333333333,0.3755274261603376,0.001558846453624318,0.967741935483871,9
928,long_memory,3,42.0,1.0,0.96,1.25,1947,120,62,111,0.941944847605225,0.96913887506222,0.9553483807654563,0.9118065433854907,0.5194805194805194,0.0,1.0,7
929,long_memory,3,42.0,1.0,0.96,1.25,1837,168,84,151,0.9162094763092269,0.9562727745965642,0.9358125318390219,0.8693623639191291,0.5266457680250783,0.0,1.0,6
930,long_memory,3,42.0,1.0,0.96,1.25,2069,60,67,44,0.9718177548144669,0.9686329588014981,0.9702227432590856,0.9137709137709138,0.5769230769230769,0.0,1.0,8
931,long_memory,3,42.0,1.0,0.96,1.25,1982,102,63,93,0.9510556621880998,0.9691931540342298,0.9600387503027367,0.9185082872928176,0.5230769230769231,0.003028009084027252,0.9473684210526315,8
932,long_memory,3,42.0,1.0,0.96,1.25,1908,95,52,185,0.9525711432850724,0.9734693877551021,0.9629068887206662,0.9260869565217391,0.3392857142857143,0.0007874015748031496,1.0,10
933,long_memory,3,42.0,1.0,0.96,1.25,1929,88,62,161,0.9563708477937531,0.9688598694123556,0.9625748502994012,0.9125528913963329,0.3534136546184739,0.0,1.0,10
934,long_memory,3,42.0,1.0,0.96,1.25,1909,86,77,168,0.9568922305764411,0.9612286002014099,0.9590555136900276,0.8947368421052632,0.33858267716535434,0.0007911392405063291,0.9722222222222222,10
935,long_memory,3,42.0,1.0,0.96,1.25,1691,177,62,310,0.9052462526766595,0.9646320593268682,0.9339961336647334,0.9022082018927445,0.36344969199178645,0.0,1.0,15
936,long_memory,3,42.0,1.0,0.96,1.25,1999,73,48,120,0.9647683397683398,0.9765510503175379,0.9706239378489925,0.9395973154362416,0.37823834196891193,0.002304147465437788,0.9714285714285714,8
937,long_memory,3,42.0,1.0,0.96,1.25,1884,42,137,177,0.9781931464174455,0.9322117763483424,0.954649100582721,0.8153638814016172,0.1917808219178082,0.0,1.0,8
938,long_memory,3,42.0,1.0,0.96,1.25,1917,130,100,93,0.9364924279433317,0.9504214179474467,0.9434055118110236,0.8723958333333334,0.5829596412556054,0.0016012810248198558,1.0,15
939,long_memory,3,42.0,1.0,0.96,1.25,1927,111,40,162,0.9455348380765456,0.9796644636502287,0.9622971285892633,0.938366718027735,0.4065934065934066,0.0,1.0,6
940,long_memory,3,42.0,1.0,0.96,1.25,1821,125,83,211,0.9357656731757451,0.9564075630252101,0.9459740259740259,0.8784773060029283,0.37202380952380953,0.0,1.0,11
941,long_memory,3,42.0,1.0,0.96,1.25,1719,179,76,266,0.9056902002107482,0.9576601671309192,0.9309504467912266,0.8768233387358185,0.40224719101123596,0.0,1.0,9
942,long_memory,3,42.0,1.0,0.96,1.25,1994,79,108,59,0.9618909792571153,0.9486203615604186,0.9552095808383234,0.8620689655172413,0.572463768115942,0.0,1.0,10
943,long_memory,3,42.0,1.0,0.96,1.25,1942,90,84,124,0.9557086614173228,0.9585389930898321,0.957121734844751,0.8854024556616644,0.4205607476635514,0.0,1.0,11
944,long_memory,3,42.0,1.0,0.96,1.25,1751,162,65,262,0.9153162571876634,0.9642070484581498,0.939125770984178,0.8969889064976229,0.38207547169811323,0.0,1.0,11
945,long_memory,3,42.0,1.0,0.96,1.25,1835,143,45,217,0.9277047522750252,0.976063829787234,0.9512700881285641,0.9322033898305084,0.3972222222222222,0.0008123476848090983,1.0,8
946,long_memory,3,42.0,1.0,0.96,1.25,1752,91,145,252,0.9506239826370049,0.9235635213494993,0.9368983957219251,0.787518573551263,0.2653061224489796,0.0016339869281045752,0.9629629629629629,8
947,long_memory,3,42.0,1.0,0.96,1.25,1703,168,78,291,0.9102084446819882,0.9562043795620438,0.9326396495071194,0.8819969742813918,0.3660130718954248,0.0,1.0,10
948,long_memory,3,42.0,1.0,0.96,1.25,1963,60,142,75,0.9703410776075136,0.932541567695962,0.9510658914728682,0.8116710875331565,0.4444444444444444,0.0,1.0,6
949,long_memory,3,42.0,1.0,0.96,1.25,1703,163,66,308,0.912647374062165,0.9626907857546636,0.9370013755158184,0.8944,0.346072186836518,0.0,1.0,10
950,long_memory,3,42.0,1.0,0.96,1.25,1839,176,51,174,0.9126550868486353,0.973015873015873,0.9418693982074264,0.9221183800623053,0.5028571428571429,0.0008012820512820513,1.0,9
951,long_memory,3,42.0,1.0,0.96,1.25,2079,55,36,70,0.9742268041237113,0.9829787234042553,0.9785831960461284,0.9509116409537167,0.44,0.0007132667617689016,0.967741935483871,6
952,long_memory,3,42.0,1.0,0.96,1.25,1885,149,44,162,0.9267453294001966,0.9771902540176257,0.9512995205652284,0.9332321699544764,0.4790996784565916,0.0,1.0,8
953,long_memory,3,42.0,1.0,0.96,1.25,2034,83,66,57,0.9607935758148323,0.9685714285714285,0.9646668247569362,0.912568306010929,0.5928571428571429,0.0014619883040935672,1.0,8
954,long_memory,3,42.0,1.0,0.96,1.25,1746,116,51,327,0.9377013963480129,0.9716193656093489,0.9543591145121618,0.9196141479099679,0.2618510158013544,0.000851063829787234,1.0,9
955,long_memory,3,42.0,1.0,0.96,1.25,1910,86,89,155,0.9569138276553106,0.9554777388694348,0.9561952440550688,0.8798342541436464,0.35684647302904565,0.001568627450980392,0.9629629629629629,13
956,long_memory,3,42.0,1.0,0.96,1.25,1908,90,108,134,0.954954954954955,0.9464285714285714,0.9506726457399103,0.8512396694214877,0.4017857142857143,0.0,1.0,4
957,long_memory,3,42.0,1.0,0.96,1.25,1747,120,123,250,0.9357257632565613,0.9342245989304813,0.934974578538935,0.8223201174743024,0.32432432432432434,0.001682085786375105,1.0,9
958,long_memory,3,42.0,1.0,0.96,1.25,1855,164,81,140,0.9187716691431401,0.9581611570247934,0.9380530973451326,0.8770864946889226,0.5394736842105263,0.0,1.0,9
959,long_memory,3,42.0,1.0,0.96,1.25,2070,60,88,22,0.971830985915493,0.959221501390176,0.9654850746268657,0.8959608323133414,0.7317073170731707,0.0022371364653243847,0.9375,11
960,long_memory,3,42.0,1.0,0.96,1.25,1976,87,121,56,0.9578284052350945,0.9422985216976634,0.95,0.8457583547557841,0.6083916083916084,0.000758150113722517,1.0,8
