episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events
707,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1861,52,109,218,0.9728175640355463,0.9446700507614213,0.9585372134947207,0.864321608040201,0.1925925925925926,0.0008517887563884157,1.0,8
708,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1674,150,103,313,0.9177631578947368,0.9420371412492966,0.9297417384059983,0.8286189683860233,0.32397408207343414,0.0,1.0,8
709,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1789,106,71,274,0.9440633245382586,0.9618279569892473,0.9528628495339548,0.8911042944785276,0.2789473684210526,0.0,1.0,6
710,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1885,137,85,133,0.9322453016815034,0.9568527918781726,0.9443887775551102,0.8711180124223602,0.5074074074074074,0.0015082956259426848,0.9696969696969697,6
711,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1927,37,60,216,0.9811608961303462,0.9698037242073477,0.9754492533535813,0.9232839838492598,0.14624505928853754,0.002411575562700965,0.9666666666666667,8
712,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1873,78,58,231,0.9600205023065095,0.969963749352667,0.9649665121071613,0.9184549356223176,0.2524271844660194,0.0008116883116883117,1.0,5
713,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1748,48,176,268,0.9732739420935412,0.9085239085239085,0.9397849462365592,0.750354609929078,0.1518987341772152,0.0,1.0,7
714,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1771,45,109,315,0.9752202643171806,0.9420212765957446,0.9583333333333333,0.8288854003139717,0.125,0.0,1.0,9
715,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1730,113,105,292,0.9386869234943027,0.9427792915531336,0.9407286568787384,0.8335974643423137,0.27901234567901234,0.0,1.0,7
716,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1770,77,75,318,0.9583107742284787,0.959349593495935,0.9588299024918743,0.880718954248366,0.1949367088607595,0.0016220600162206002,1.0,10
717,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1791,29,144,276,0.984065934065934,0.9255813953488372,0.9539280958721704,0.7977369165487977,0.09508196721311475,0.0008143322475570033,1.0,6
718,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1935,49,26,230,0.9753024193548387,0.9867414584395716,0.9809885931558935,0.9630723781388478,0.17562724014336917,0.000778816199376947,1.0,4
719,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1760,89,48,343,0.9518658734451054,0.9734513274336283,0.9625375991249657,0.9260450160771704,0.20601851851851852,0.0016863406408094434,1.0,8
720,certificate,3,42.0,1.0,0.96,16.0,0.0,0.0,1898,25,69,248,0.9869994799791991,0.9649211997966446,0.9758354755784061,0.8992592592592593,0.09157509157509157,0.0007739938080495357,1.0,7
