episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events,scenario
396,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1855,30,200,155,0.9840848806366048,0.902676399026764,0.9416243654822335,0.6989409984871406,0.16216216216216217,0.0007173601147776184,1.0,14,false_negative_50pct
397,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1664,14,290,272,0.9916567342073898,0.8515864892528148,0.9162995594713657,0.595536959553696,0.04895104895104895,0.0,1.0,19,false_negative_50pct
398,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1577,24,219,420,0.9850093691442848,0.8780623608017817,0.928466293788637,0.684971098265896,0.05405405405405406,0.0009057971014492754,1.0,18,false_negative_50pct
399,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1827,44,111,258,0.9764831640833779,0.9427244582043344,0.9593069046993963,0.828393135725429,0.1456953642384106,0.0007710100231303007,1.0,18,false_negative_50pct
400,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1618,33,218,371,0.9800121138703816,0.8812636165577342,0.9280183538858617,0.6630434782608695,0.08168316831683169,0.0008389261744966443,0.9642857142857143,22,false_negative_50pct
401,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1699,32,205,304,0.9815135759676488,0.8923319327731093,0.9348005502063274,0.7,0.09523809523809523,0.0008169934640522876,0.9655172413793104,19,false_negative_50pct
402,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1667,13,289,271,0.9922619047619048,0.8522494887525562,0.916941694169417,0.5695067264573991,0.045774647887323945,0.000777000777000777,0.967741935483871,26,false_negative_50pct
403,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1797,41,203,199,0.9776931447225244,0.8985,0.9364252214695153,0.7053701015965167,0.17083333333333334,0.0,1.0,20,false_negative_50pct
404,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1471,58,166,545,0.9620667102681492,0.8985949908368968,0.9292482627921668,0.7058823529411765,0.09618573797678276,0.0009293680297397769,0.96,19,false_negative_50pct
405,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1715,24,206,295,0.9861989649223691,0.8927641853201458,0.9371584699453551,0.7098591549295775,0.07523510971786834,0.0,1.0,19,false_negative_50pct
406,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1685,45,208,302,0.9739884393063584,0.8901215002641311,0.9301683687551753,0.7072135785007072,0.12968299711815562,0.0008431703204047217,1.0,19,false_negative_50pct
407,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1717,28,219,276,0.9839541547277937,0.8868801652892562,0.9328986688399891,0.6779911373707533,0.09210526315789473,0.0007942811755361397,1.0,18,false_negative_50pct
408,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1673,16,354,197,0.9905269390171699,0.8253576714356191,0.9004305705059202,0.5144429160935351,0.07511737089201878,0.0007692307692307692,0.9655172413793104,20,false_negative_50pct
409,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1688,25,161,366,0.9854057209573847,0.9129259058950784,0.9477821448624367,0.7619047619047619,0.0639386189258312,0.0008496176720475786,0.9565217391304348,16,false_negative_50pct
410,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1616,29,315,280,0.982370820668693,0.8368720870015536,0.9038031319910514,0.5397058823529411,0.09385113268608414,0.0015987210231814548,0.9642857142857143,22,false_negative_50pct
411,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1860,12,167,201,0.9935897435897436,0.9176122348297977,0.9540907925109002,0.775235531628533,0.056338028169014086,0.0,1.0,14,false_negative_50pct
412,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1791,8,187,254,0.9955530850472485,0.9054600606673407,0.948371723590151,0.7200598802395209,0.030534351145038167,0.0,1.0,19,false_negative_50pct
413,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1435,53,221,531,0.9643817204301075,0.8665458937198067,0.9128498727735368,0.6189655172413793,0.09075342465753425,0.0,1.0,15,false_negative_50pct
414,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1772,25,269,174,0.9860879243183083,0.8682018618324351,0.9233976029181866,0.6598984771573604,0.12562814070351758,0.0007980845969672786,0.9642857142857143,22,false_negative_50pct
415,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1714,66,108,352,0.9629213483146067,0.9407244785949506,0.9516935036091061,0.835423197492163,0.15789473684210525,0.002533783783783784,0.9696969696969697,16,false_negative_50pct
416,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1691,35,296,218,0.9797219003476245,0.8510317060895822,0.9108537570697549,0.6198453608247423,0.1383399209486166,0.0008257638315441783,0.9629629629629629,18,false_negative_50pct
417,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1402,35,222,581,0.9756437021572721,0.8633004926108374,0.9160405096373734,0.6025179856115108,0.056818181818181816,0.0009363295880149813,0.9545454545454546,18,false_negative_50pct
418,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1722,19,150,349,0.9890867317633544,0.9198717948717948,0.9532244672017713,0.7867435158501441,0.051630434782608696,0.001697792869269949,1.0,18,false_negative_50pct
419,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1599,31,186,424,0.9809815950920245,0.8957983193277311,0.9364568081991216,0.7113884555382215,0.06813186813186813,0.0008741258741258741,0.96875,23,false_negative_50pct
420,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1831,17,229,163,0.9908008658008658,0.8888349514563106,0.9370522006141248,0.6656848306332842,0.09444444444444444,0.001448225923244026,1.0,13,false_negative_50pct
421,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1854,0,291,95,1.0,0.8643356643356643,0.927231807951988,0.644963144963145,0.0,0.0015026296018031556,0.96875,16,false_negative_50pct
422,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1512,19,306,403,0.9875898105813194,0.8316831683168316,0.902956106300388,0.5459940652818991,0.045023696682464455,0.0,1.0,20,false_negative_50pct
423,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1592,23,274,351,0.9857585139318885,0.8531618435155413,0.9146796897443262,0.5958702064896755,0.06149732620320856,0.0,1.0,19,false_negative_50pct
424,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1605,22,254,359,0.986478180700676,0.8633674018289403,0.9208261617900173,0.6181818181818182,0.05774278215223097,0.0016680567139282735,1.0,18,false_negative_50pct
425,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1790,11,148,291,0.9938922820655192,0.9236326109391125,0.9574752607649103,0.7906647807637907,0.03642384105960265,0.0,1.0,14,false_negative_50pct
426,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1897,9,213,121,0.9952780692549843,0.8990521327014218,0.9447211155378487,0.7123287671232876,0.06923076923076923,0.002173913043478261,0.96875,17,false_negative_50pct
427,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1858,14,141,227,0.9925213675213675,0.9294647323661831,0.9599586670111083,0.803894297635605,0.058091286307053944,0.0,1.0,18,false_negative_50pct
428,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1952,6,145,137,0.9969356486210419,0.9308536003814973,0.9627620221948212,0.7951289398280802,0.04195804195804196,0.0014295925661186562,0.9428571428571428,17,false_negative_50pct
429,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1780,25,202,233,0.9861495844875346,0.8980827447023209,0.9400580934776868,0.7162921348314607,0.09689922480620156,0.0,1.0,16,false_negative_50pct
430,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1936,3,250,51,0.998452810727179,0.8856358645928637,0.9386666666666666,0.7089639115250291,0.05555555555555555,0.0,1.0,16,false_negative_50pct
431,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1585,34,207,414,0.9789993823347746,0.8844866071428571,0.9293462327763119,0.6730158730158731,0.07589285714285714,0.0008605851979345956,1.0,21,false_negative_50pct
432,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1876,9,227,128,0.9952254641909815,0.8920589633856396,0.9408224674022068,0.6827195467422096,0.06569343065693431,0.0021474588403722263,0.9655172413793104,13,false_negative_50pct
433,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1676,12,265,287,0.9928909952606635,0.863472436888202,0.9236704326260677,0.6321678321678321,0.04013377926421405,0.0016313213703099511,0.9285714285714286,21,false_negative_50pct
434,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1685,14,210,331,0.9917598587404356,0.8891820580474934,0.9376739009460211,0.6929824561403509,0.04057971014492753,0.0,1.0,23,false_negative_50pct
435,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1814,29,218,179,0.984264785675529,0.8927165354330708,0.936258064516129,0.6854256854256854,0.13942307692307693,0.0,1.0,16,false_negative_50pct
436,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1658,18,165,399,0.9892601431980907,0.9094898518924849,0.947699342669334,0.7289256198347107,0.04316546762589928,0.0008210180623973727,1.0,24,false_negative_50pct
437,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1519,34,313,374,0.9781068898905344,0.8291484716157205,0.8974889217134416,0.5648535564853556,0.08333333333333333,0.0008968609865470852,1.0,17,false_negative_50pct
438,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1739,14,254,233,0.9920136908157444,0.8725539387857502,0.9284570208222104,0.6457461645746164,0.05668016194331984,0.0,1.0,18,false_negative_50pct
439,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1733,39,360,108,0.9779909706546276,0.8279980888676541,0.896765847347995,0.5603448275862069,0.2653061224489796,0.00234192037470726,0.9333333333333333,19,false_negative_50pct
440,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1522,43,261,414,0.9725239616613418,0.8536174985978687,0.9091995221027478,0.6258992805755396,0.09409190371991247,0.0009191176470588235,0.9565217391304348,22,false_negative_50pct
441,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1560,35,189,456,0.9780564263322884,0.8919382504288165,0.9330143540669856,0.70625,0.07128309572301425,0.0009017132551848512,1.0,20,false_negative_50pct
442,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1770,9,244,217,0.9949409780775716,0.8788480635551142,0.9332981808594779,0.6534090909090909,0.03982300884955752,0.0,1.0,22,false_negative_50pct
443,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1543,21,218,458,0.9865728900255755,0.8762067007382169,0.9281203007518798,0.6706948640483383,0.04384133611691023,0.0,1.0,22,false_negative_50pct
444,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1671,29,290,250,0.9829411764705882,0.8521162672106068,0.9128653373395248,0.6094594594594595,0.1039426523297491,0.000819000819000819,0.9629629629629629,21,false_negative_50pct
445,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1783,12,194,251,0.9933147632311977,0.9018715225088518,0.9453870625662777,0.7223021582733813,0.045627376425855515,0.00078003120124805,0.9666666666666667,16,false_negative_50pct
446,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1614,18,241,367,0.9889705882352942,0.8700808625336928,0.9257241181531403,0.664804469273743,0.046753246753246755,0.000877963125548727,1.0,18,false_negative_50pct
447,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1739,20,280,201,0.9886299033541786,0.8613174839029223,0.9205929062996295,0.5973837209302325,0.09049773755656108,0.002253944402704733,0.9285714285714286,22,false_negative_50pct
448,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1751,40,254,195,0.9776661083193746,0.8733167082294264,0.9225500526870388,0.6385714285714286,0.1702127659574468,0.0007662835249042146,1.0,18,false_negative_50pct
449,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1684,71,213,272,0.9595441595441595,0.8877174486030575,0.9222343921139101,0.6753048780487805,0.20699708454810495,0.0,1.0,15,false_negative_50pct
450,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1655,18,286,281,0.9892408846383742,0.8526532715095312,0.9158826784726066,0.6033755274261603,0.06020066889632107,0.0032520325203252032,0.8888888888888888,24,false_negative_50pct
451,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1591,18,224,407,0.9888129272840274,0.8765840220385674,0.929322429906542,0.6705882352941176,0.042352941176470586,0.0,1.0,22,false_negative_50pct
452,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1849,3,285,103,0.9983801295896328,0.866447985004686,0.9277471149021576,0.6496259351620948,0.02830188679245283,0.003003003003003003,0.9393939393939394,18,false_negative_50pct
453,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1894,12,193,141,0.993704092339979,0.9075227599425012,0.9486601552717255,0.7578814627994955,0.0784313725490196,0.0007727975270479134,1.0,10,false_negative_50pct
454,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1595,46,185,414,0.9719683120048751,0.8960674157303371,0.932475884244373,0.7169230769230769,0.1,0.0008849557522123894,0.9696969696969697,22,false_negative_50pct
455,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1759,16,117,348,0.9909859154929578,0.9376332622601279,0.9635716242125446,0.8227272727272728,0.04395604395604396,0.0,1.0,16,false_negative_50pct
456,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1906,31,227,76,0.9839958699019101,0.8935771214252227,0.9366093366093367,0.6849507735583685,0.2897196261682243,0.002109704641350211,0.96875,17,false_negative_50pct
457,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1828,36,237,139,0.98068669527897,0.8852300242130751,0.9305166709086282,0.6731034482758621,0.2057142857142857,0.0,1.0,13,false_negative_50pct
458,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1810,43,133,254,0.9767943874797625,0.9315491507977355,0.9536354056902002,0.8035450516986706,0.1447811447811448,0.0,1.0,17,false_negative_50pct
459,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1688,17,169,366,0.9900293255131964,0.908992999461497,0.9477821448624368,0.7561327561327561,0.044386422976501305,0.0,1.0,18,false_negative_50pct
460,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1724,15,241,260,0.9913743530764807,0.87735368956743,0.9308855291576674,0.6359516616314199,0.05454545454545454,0.0,1.0,20,false_negative_50pct
461,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1639,45,243,313,0.9732779097387173,0.8708820403825718,0.9192372406057208,0.6634349030470914,0.12569832402234637,0.0,1.0,15,false_negative_50pct
462,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1737,20,348,135,0.9886169607285145,0.8330935251798561,0.9042165538781884,0.583030303030303,0.12903225806451613,0.0031746031746031746,0.8888888888888888,21,false_negative_50pct
463,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1622,40,145,433,0.9759326113116726,0.9179400113186191,0.9460484106153397,0.7691082802547771,0.08456659619450317,0.0,1.0,17,false_negative_50pct
464,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1711,23,250,256,0.9867358708189158,0.8725140234574197,0.9261163734776726,0.6522346368715084,0.08243727598566308,0.0008032128514056225,1.0,21,false_negative_50pct
465,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1338,66,274,562,0.9529914529914529,0.8300248138957816,0.8872679045092838,0.5623003194888179,0.10509554140127389,0.0,1.0,18,false_negative_50pct
466,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1633,52,213,342,0.9691394658753709,0.8846153846153846,0.9249504389691305,0.6758832565284179,0.1319796954314721,0.0016736401673640166,0.9666666666666667,22,false_negative_50pct
467,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1729,11,181,319,0.9936781609195402,0.9052356020942408,0.9473972602739726,0.7324364723467862,0.03333333333333333,0.0016116035455278,0.9259259259259259,17,false_negative_50pct
468,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1768,20,272,180,0.9888143176733781,0.8666666666666667,0.9237199582027168,0.6377005347593583,0.1,0.0007739938080495357,1.0,20,false_negative_50pct
469,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1655,35,169,381,0.9792899408284024,0.9073464912280702,0.941946499715424,0.7135593220338983,0.08413461538461539,0.0,1.0,16,false_negative_50pct
470,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1690,23,305,222,0.986573263280794,0.8471177944862155,0.9115426105717368,0.5846994535519126,0.09387755102040816,0.000791765637371338,1.0,20,false_negative_50pct
471,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1659,34,230,317,0.9799173065564087,0.8782424563260984,0.9262981574539364,0.6853625170998632,0.09686609686609686,0.0,1.0,17,false_negative_50pct
472,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1787,15,196,242,0.9916759156492786,0.9011598587997983,0.9442536327608982,0.7412868632707775,0.058365758754863814,0.002425222312045271,0.9666666666666667,10,false_negative_50pct
473,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1660,33,241,306,0.980507974010632,0.873224618621778,0.9237618252643294,0.6448736998514116,0.09734513274336283,0.0016286644951140066,0.9333333333333333,17,false_negative_50pct
474,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1621,15,196,408,0.9908312958435208,0.8921298844248762,0.9388937156096148,0.692429022082019,0.03546099290780142,0.0008453085376162299,1.0,15,false_negative_50pct
475,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1771,23,308,138,0.9871794871794872,0.8518518518518519,0.9145365349857992,0.6015523932729625,0.14285714285714285,0.0,1.0,17,false_negative_50pct
476,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1740,20,195,285,0.9886363636363636,0.8992248062015504,0.9418132611637349,0.7155555555555555,0.06557377049180328,0.002380952380952381,0.896551724137931,17,false_negative_50pct
477,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1592,25,243,380,0.9845392702535559,0.867574931880109,0.9223638470451911,0.6377245508982036,0.06172839506172839,0.000856898029134533,0.9736842105263158,29,false_negative_50pct
478,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1649,12,318,261,0.9927754364840458,0.8383324860193188,0.9090407938257993,0.5639614855570839,0.04395604395604396,0.0008064516129032258,0.9696969696969697,25,false_negative_50pct
479,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1606,21,234,379,0.9870928088506453,0.8728260869565218,0.9264493798673205,0.6522388059701493,0.0525,0.0008547008547008547,1.0,18,false_negative_50pct
480,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1916,6,211,107,0.9968782518210197,0.9007992477668078,0.9464065201284269,0.7315521628498728,0.05309734513274336,0.0,1.0,17,false_negative_50pct
481,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1654,63,79,444,0.963308095515434,0.9544143104443162,0.9588405797101449,0.8769470404984424,0.1242603550295858,0.0,1.0,7,false_positive_10pct
482,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1998,21,59,162,0.9895988112927192,0.9713174526008751,0.9803729146221787,0.9179415855354659,0.11475409836065574,0.0,1.0,3,false_positive_10pct
483,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2003,26,155,56,0.9871858058156727,0.928174235403151,0.9567709577262957,0.7957839262187089,0.3170731707317073,0.0,1.0,2,false_positive_10pct
484,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1736,87,154,263,0.9522764673614921,0.9185185185185185,0.935092916778885,0.7929155313351499,0.24857142857142858,0.0017301038062283738,1.0,6,false_positive_10pct
485,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2095,11,43,91,0.9947768281101614,0.979887745556595,0.9872761545711592,0.9466327827191868,0.10784313725490197,0.0007401924500370096,1.0,1,false_positive_10pct
486,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1862,81,45,252,0.9583118888317036,0.9764027267960147,0.9672727272727274,0.9334319526627219,0.24324324324324326,0.0,1.0,6,false_positive_10pct
487,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1854,46,120,220,0.9757894736842105,0.939209726443769,0.9571502323180177,0.8367626886145405,0.17293233082706766,0.0008032128514056225,1.0,4,false_positive_10pct
488,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1867,16,51,306,0.9915029208709506,0.9734098018769551,0.982373059721126,0.9322990126939351,0.049689440993788817,0.0024813895781637717,1.0,5,false_positive_10pct
489,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1922,57,53,208,0.9711975745325923,0.9731645569620253,0.9721800708143652,0.922272047832586,0.21509433962264152,0.0007656967840735069,1.0,5,false_positive_10pct
490,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2049,42,37,112,0.9799139167862266,0.9822627037392138,0.9810869044768974,0.9536423841059603,0.2727272727272727,0.0015026296018031556,1.0,2,false_positive_10pct
491,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1900,61,64,215,0.9688934217236104,0.9674134419551935,0.9681528662420382,0.9057437407952872,0.2210144927536232,0.0,1.0,4,false_positive_10pct
492,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1800,70,58,312,0.9625668449197861,0.9687836383207751,0.9656652360515022,0.9073482428115016,0.18324607329842932,0.0,1.0,5,false_positive_10pct
493,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1925,27,42,246,0.9861680327868853,0.9786476868327402,0.9823934677213575,0.9405797101449276,0.0989010989010989,0.0007830853563038371,1.0,3,false_positive_10pct
494,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1880,73,51,236,0.9626216077828981,0.9735888140859659,0.9680741503604532,0.9218500797448166,0.23624595469255663,0.0015337423312883436,1.0,5,false_positive_10pct
495,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1889,44,113,194,0.9772374547335747,0.9435564435564435,0.9601016518424397,0.8403954802259888,0.18487394957983194,0.0,1.0,4,false_positive_10pct
496,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1857,30,100,253,0.9841017488076311,0.9489013796627491,0.9661810613943809,0.8607242339832869,0.10600706713780919,0.0,1.0,5,false_positive_10pct
497,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1820,48,146,226,0.974304068522484,0.9257375381485249,0.9494001043296818,0.79750346740638,0.17518248175182483,0.0,1.0,5,false_positive_10pct
498,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1940,56,30,214,0.9719438877755511,0.9847715736040609,0.9783156833081191,0.9568452380952381,0.2074074074074074,0.0007704160246533128,1.0,6,false_positive_10pct
499,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1851,69,41,279,0.9640625,0.9783298097251586,0.971143756558237,0.936,0.19827586206896552,0.0007892659826361484,1.0,5,false_positive_10pct
500,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1552,107,138,443,0.9355033152501507,0.9183431952662722,0.9268438339802927,0.7716666666666666,0.19454545454545455,0.0009174311926605505,1.0,7,false_positive_10pct
501,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1910,42,58,230,0.9784836065573771,0.9705284552845529,0.9744897959183675,0.9155555555555556,0.15441176470588236,0.0007733952049497294,1.0,3,false_positive_10pct
502,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1999,42,38,161,0.979421852033317,0.9813451153657339,0.9803825404610103,0.9527458492975734,0.20689655172413793,0.0007974481658692185,1.0,4,false_positive_10pct
503,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1851,33,98,258,0.982484076433121,0.9497178040020523,0.965823115053483,0.8563049853372434,0.1134020618556701,0.0,1.0,4,false_positive_10pct
504,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2137,5,5,93,0.9976657329598506,0.9976657329598506,0.9976657329598506,0.9930167597765364,0.05102040816326531,0.0,1.0,1,false_positive_10pct
505,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1730,43,55,412,0.975747320924986,0.969187675070028,0.9724564362001125,0.912,0.0945054945054945,0.0,1.0,6,false_positive_10pct
506,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1797,30,44,369,0.9835796387520526,0.9760999456816948,0.979825517993457,0.9340329835082459,0.07518796992481203,0.0,1.0,6,false_positive_10pct
507,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2010,22,0,208,0.9891732283464567,1.0,0.9945571499257794,1.0,0.09565217391304348,0.0,1.0,4,false_positive_10pct
508,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1879,46,73,242,0.9761038961038961,0.9626024590163934,0.969306164560227,0.8935860058309038,0.1597222222222222,0.0,1.0,5,false_positive_10pct
509,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1942,9,100,189,0.9953869810353665,0.951028403525955,0.9727022289005761,0.8545994065281899,0.045454545454545456,0.0014619883040935672,1.0,3,false_positive_10pct
510,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2077,5,38,120,0.9975984630163305,0.9820330969267139,0.989754586609483,0.9493333333333334,0.04,0.0,1.0,2,false_positive_10pct
511,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2054,6,67,113,0.9970873786407767,0.9684111268269684,0.9825400621860798,0.91625,0.05042016806722689,0.0,1.0,2,false_positive_10pct
512,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1997,43,58,142,0.9789215686274509,0.9717761557177615,0.9753357753357752,0.9161849710982659,0.23243243243243245,0.0,1.0,4,false_positive_10pct
513,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1757,76,36,371,0.9585379159847245,0.9799219185722253,0.9691119691119692,0.947289156626506,0.17002237136465326,0.0008857395925597874,1.0,6,false_positive_10pct
514,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1937,79,114,110,0.9608134920634921,0.9444173573866407,0.9525448733710351,0.8505897771952818,0.41798941798941797,0.0,1.0,3,false_positive_10pct
515,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1943,61,99,137,0.969560878243513,0.9515181194906954,0.9604547701433515,0.8709256844850065,0.30808080808080807,0.0,1.0,3,false_positive_10pct
516,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2138,6,9,87,0.9972014925373134,0.9958081043316255,0.9965043113493358,0.9879679144385026,0.06451612903225806,0.0,1.0,2,false_positive_10pct
517,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,2047,30,37,126,0.9855560905151661,0.9822456813819578,0.9838981014179283,0.953307392996109,0.19230769230769232,0.0007616146230007616,1.0,3,false_positive_10pct
518,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1924,31,86,199,0.9841432225063939,0.9572139303482587,0.9704918032786886,0.8820224719101124,0.13478260869565217,0.0015408320493066256,1.0,4,false_positive_10pct
519,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1937,30,51,222,0.9847483477376716,0.9743460764587525,0.979519595448799,0.9322709163346613,0.11904761904761904,0.0,1.0,3,false_positive_10pct
520,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1921,21,85,213,0.9891864057672503,0.9576271186440678,0.9731509625126646,0.8838174273858921,0.08974358974358974,0.000779423226812159,1.0,4,false_positive_10pct
521,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1989,44,92,115,0.9783571077225774,0.9557904853435848,0.9669421487603305,0.8707865168539326,0.27672955974842767,0.0,1.0,3,false_positive_10pct
522,certificate,3,42.0,1.0,0.96,1.25,0.0,0.1,1631,71,44,494,0.9582843713278496,0.9737313432835821,0.9659461060112527,0.924187725631769,0.1256637168141593,0.001784121320249777,1.0,8,false_positive_10pct
